ndc11,state,year,quarter,drug_name,units_reimbursed,num_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,utilization_type,labeler_code,product_code,package_size,suppression_used,quarter_begin_date
00206886201,KY,2022,4,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-10-01
00206886202,KY,2022,4,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-10-01
00206886202,KY,2022,4,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-10-01
00206885216,KY,2022,3,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-07-01
00206885408,KY,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-07-01
00206885416,KY,2022,3,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-07-01
00206885416,KY,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-07-01
00206886002,KY,2022,3,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,KY,2022,3,ZOSYN     ,680.0,425.0,7970.5,7970.5,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886102,KY,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886102,KY,2022,3,ZOSYN     ,89.001,33.0,1724.1,1724.1,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886201,KY,2022,3,ZOSYN     ,32.0,16.0,525.74,525.74,0.0,MCOU,00206,8862,01,false,2022-07-01
00206886202,KY,2022,3,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206886202,KY,2022,3,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206885216,KY,2022,2,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-04-01
00206885416,KY,2022,2,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-04-01
00206885416,KY,2022,2,ZOSYN     ,55.0,31.0,472.2,472.2,0.0,MCOU,00206,8854,16,false,2022-04-01
00206885508,KY,2022,2,ZOSYN     ,,,,,,MCOU,00206,8855,08,true,2022-04-01
00206885516,KY,2022,2,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-04-01
00206886001,KY,2022,2,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-04-01
00206886101,KY,2022,2,ZOSYN     ,651.996,426.0,12713.7,12713.7,0.0,MCOU,00206,8861,01,false,2022-04-01
00206886102,KY,2022,2,ZOSYN     ,121.332,18.0,577.9,577.9,0.0,MCOU,00206,8861,02,false,2022-04-01
00206886201,KY,2022,2,ZOSYN     ,48.0,27.0,1199.79,1199.79,0.0,MCOU,00206,8862,01,false,2022-04-01
00206886202,KY,2022,2,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-04-01
00206885216,KY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-01-01
00206885416,KY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-01-01
00206885416,KY,2022,1,ZOSYN     ,36.0,23.0,472.97,472.97,0.0,MCOU,00206,8854,16,false,2022-01-01
00206886101,KY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-01-01
00206886101,KY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,KY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-01-01
00206886102,KY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886201,KY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-01-01
00206886202,KY,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886202,KY,2022,1,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206885216,LA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-10-01
00206885416,LA,2022,4,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-10-01
00206885416,LA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-07-01
00206885508,LA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8855,08,true,2022-07-01
00206886002,LA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,LA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-07-01
00206886201,LA,2022,3,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-07-01
00206885208,LA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8852,08,true,2022-04-01
00206885416,LA,2022,2,ZOSYN     ,43.0,14.0,165.42,165.42,0.0,MCOU,00206,8854,16,false,2022-04-01
00206886101,LA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-04-01
00206886102,LA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886102,LA,2022,2,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886201,LA,2022,2,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-04-01
00206886202,LA,2022,2,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-04-01
00206885416,LA,2022,1,ZOSYN     ,44.0,16.0,472.25,472.25,0.0,MCOU,00206,8854,16,false,2022-01-01
00206885516,LA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-01-01
00206886101,LA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-01-01
00206886102,LA,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886102,LA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-01-01
00206886201,LA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-01-01
00206886202,LA,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206885416,MA,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8854,16,true,2022-10-01
00206885516,MA,2022,4,ZOSYN 4.5 ,,,,,,MCOU,00206,8855,16,true,2022-10-01
00206886101,MA,2022,4,ZOSYN 3.37,2.88,11.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-10-01
00206886102,MA,2022,4,ZOSYN 3.37,12.84,20.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-10-01
00206886102,MA,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886202,MA,2022,4,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-10-01
00206885216,MA,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2022-07-01
00206885416,MA,2022,3,ZOSYN 3.37,,,,,,MCOU,00206,8854,16,true,2022-07-01
00206885516,MA,2022,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8855,16,true,2022-07-01
00206886002,MA,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-07-01
00206886101,MA,2022,3,ZOSYN 3.37,7.12,13.0,0.0,0.0,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886102,MA,2022,3,ZOSYN 3.37,6.66,20.0,0.0,0.0,0.0,MCOU,00206,8861,02,false,2022-07-01
00206886102,MA,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886201,MA,2022,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2022-07-01
00206886202,MA,2022,3,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-07-01
00206886202,MA,2022,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206885416,MA,2022,2,ZOSYN 3.37,,,,,,MCOU,00206,8854,16,true,2022-04-01
00206886002,MA,2022,2,ZOSYN 2.25,,,,,,MCOU,00206,8860,02,true,2022-04-01
00206886101,MA,2022,2,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-04-01
00206886102,MA,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886102,MA,2022,2,ZOSYN 3.37,74.34,39.0,678.26,135.65,542.61,MCOU,00206,8861,02,false,2022-04-01
00206886201,MA,2022,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2022-04-01
00206886202,MA,2022,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206886101,MA,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886101,MA,2022,1,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-01-01
00206886102,MA,2022,1,ZOSYN 3.37,131.36,30.0,1881.16,1881.16,0.0,MCOU,00206,8861,02,false,2022-01-01
00206886102,MA,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886201,MA,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886201,MA,2022,1,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,01,true,2022-01-01
00206886202,MA,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206886202,MA,2022,1,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886101,MD,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-10-01
00206886101,MD,2022,4,ZOSYN 3.37,6.26,12.0,534.87,534.87,0.0,FFSU,00206,8861,01,false,2022-10-01
00206886102,MD,2022,4,ZOSYN 3.37,142.0,15.0,2962.62,2962.62,0.0,MCOU,00206,8861,02,false,2022-10-01
00206886102,MD,2022,4,ZOSYN 3.37,309.0,26.0,6369.82,6369.82,0.0,FFSU,00206,8861,02,false,2022-10-01
00206886202,MD,2022,4,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-10-01
00206886001,MD,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-07-01
00206886101,MD,2022,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,01,true,2022-07-01
00206886101,MD,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886102,MD,2022,3,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-07-01
00206886102,MD,2022,3,ZOSYN 3.37,149.0,12.0,3061.67,3058.67,3.0,FFSU,00206,8861,02,false,2022-07-01
00206886201,MD,2022,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-07-01
00206886202,MD,2022,3,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206886101,MD,2022,2,ZOSYN 3.37,1.69,14.0,427.08,395.05,32.03,MCOU,00206,8861,01,false,2022-04-01
00206886101,MD,2022,2,ZOSYN 3.37,29.0,20.0,922.42,922.42,0.0,FFSU,00206,8861,01,false,2022-04-01
00206886102,MD,2022,2,ZOSYN 3.37,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886102,MD,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886201,MD,2022,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886202,MD,2022,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-04-01
00206886202,MD,2022,2,ZOSYN 4.5 ,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206886101,MD,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,MD,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886202,MD,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206886101,ME,2022,4,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-10-01
00206886102,ME,2022,4,ZOSYN     ,40.0,18.0,2245.3,1722.73,522.57,FFSU,00206,8861,02,false,2022-10-01
00206886201,ME,2022,4,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206886101,ME,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886102,ME,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886201,ME,2022,3,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-07-01
00206886101,ME,2022,2,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-04-01
00206886102,ME,2022,2,ZOSYN     ,29.0,14.0,1800.58,1644.56,156.02,FFSU,00206,8861,02,false,2022-04-01
00206886201,ME,2022,2,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886101,ME,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,ME,2022,1,ZOSYN     ,25.0,23.0,1827.7,1726.5,101.2,FFSU,00206,8861,02,false,2022-01-01
00206886201,ME,2022,1,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886102,MI,2022,4,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-10-01
00206885408,MI,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-07-01
00206886102,MI,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206885408,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8854,08,true,2022-04-01
00206885516,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8855,16,true,2022-04-01
00206886101,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-04-01
00206886102,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886201,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-04-01
00206886202,MI,2022,2,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206886101,MI,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,01,true,2022-01-01
00206886102,MI,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886102,MI,2022,1,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-01-01
00206240401,MN,2022,4,ZOSYN     ,,,,,,MCOU,00206,2404,01,true,2022-10-01
00206885416,MN,2022,4,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-10-01
00206886002,MN,2022,4,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-10-01
00206886101,MN,2022,4,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-10-01
00206886101,MN,2022,4,ZOSYN     ,62.333,39.0,1192.09,1100.85,91.24,MCOU,00206,8861,01,false,2022-10-01
00206886102,MN,2022,4,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-10-01
00206886201,MN,2022,4,ZOSYN     ,83.0,12.0,1043.14,1043.14,0.0,MCOU,00206,8862,01,false,2022-10-01
00206886201,MN,2022,4,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-10-01
00206885416,MN,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-07-01
00206886002,MN,2022,3,ZOSYN     ,,,,,,FFSU,00206,8860,02,true,2022-07-01
00206886101,MN,2022,3,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886101,MN,2022,3,ZOSYN     ,30.667,24.0,702.23,702.23,0.0,MCOU,00206,8861,01,false,2022-07-01
00206886102,MN,2022,3,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-07-01
00206886201,MN,2022,3,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-07-01
00206885416,MN,2022,2,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-04-01
00206886001,MN,2022,2,ZOSYN     ,,,,,,MCOU,00206,8860,01,true,2022-04-01
00206886101,MN,2022,2,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-04-01
00206886101,MN,2022,2,ZOSYN     ,59.0,36.0,1323.89,1149.91,173.98,MCOU,00206,8861,01,false,2022-04-01
00206886102,MN,2022,2,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886102,MN,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886201,MN,2022,2,ZOSYN     ,89.5,20.0,961.7,961.7,0.0,MCOU,00206,8862,01,false,2022-04-01
00206886201,MN,2022,2,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886202,MN,2022,2,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-04-01
00206240401,MN,2022,1,ZOSYN     ,,,,,,MCOU,00206,2404,01,true,2022-01-01
00206885416,MN,2022,1,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-01-01
00206885416,MN,2022,1,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-01-01
00206886001,MN,2022,1,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2022-01-01
00206886101,MN,2022,1,ZOSYN     ,57.0,34.0,1388.67,1281.36,107.31,MCOU,00206,8861,01,false,2022-01-01
00206886101,MN,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,01,true,2022-01-01
00206886102,MN,2022,1,ZOSYN     ,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886102,MN,2022,1,ZOSYN     ,21.0,12.0,792.93,751.62,41.31,MCOU,00206,8861,02,false,2022-01-01
00206886201,MN,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,01,true,2022-01-01
00206886201,MN,2022,1,ZOSYN     ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206886202,MN,2022,1,ZOSYN     ,,,,,,MCOU,00206,8862,02,true,2022-01-01
00206886001,MO,2022,4,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2022-10-01
00206886101,MO,2022,4,ZOSYN     ,142.93,104.0,3895.38,3840.57,54.81,FFSU,00206,8861,01,false,2022-10-01
00206886102,MO,2022,4,ZOSYN     ,56.0,55.0,2187.81,2147.93,39.88,FFSU,00206,8861,02,false,2022-10-01
00206886201,MO,2022,4,ZOSYN     ,32.0,24.0,812.1,800.26,11.84,FFSU,00206,8862,01,false,2022-10-01
00206886202,MO,2022,4,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-10-01
00206886101,MO,2022,3,ZOSYN     ,122.0,67.0,2476.0,2476.0,0.0,FFSU,00206,8861,01,false,2022-07-01
00206886102,MO,2022,3,ZOSYN     ,43.0,26.0,1018.61,956.81,61.8,FFSU,00206,8861,02,false,2022-07-01
00206886201,MO,2022,3,ZOSYN     ,18.0,16.0,456.07,456.07,0.0,FFSU,00206,8862,01,false,2022-07-01
00206886202,MO,2022,3,ZOSYN     ,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206886001,MO,2022,2,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2022-04-01
00206886101,MO,2022,2,ZOSYN     ,234.0,78.0,2808.28,2792.36,15.92,FFSU,00206,8861,01,false,2022-04-01
00206886102,MO,2022,2,ZOSYN     ,46.0,32.0,931.4,876.59,54.81,FFSU,00206,8861,02,false,2022-04-01
00206886201,MO,2022,2,ZOSYN     ,21.0,18.0,530.71,530.71,0.0,FFSU,00206,8862,01,false,2022-04-01
00206886202,MO,2022,2,ZOSYN     ,13.0,16.0,329.94,329.94,0.0,FFSU,00206,8862,02,false,2022-04-01
00206885216,MO,2022,1,ZOSYN     ,,,,,,FFSU,00206,8852,16,true,2022-01-01
00206886001,MO,2022,1,ZOSYN     ,,,,,,FFSU,00206,8860,01,true,2022-01-01
00206886101,MO,2022,1,ZOSYN     ,137.0,77.0,2761.7,2761.7,0.0,FFSU,00206,8861,01,false,2022-01-01
00206886102,MO,2022,1,ZOSYN     ,100.0,44.0,2059.53,2059.53,0.0,FFSU,00206,8861,02,false,2022-01-01
00206886201,MO,2022,1,ZOSYN     ,28.0,21.0,705.58,705.58,0.0,FFSU,00206,8862,01,false,2022-01-01
00206886202,MO,2022,1,ZOSYN     ,15.0,27.0,378.2,378.2,0.0,FFSU,00206,8862,02,false,2022-01-01
00206310001,MS,2022,4,ZOSYN     ,,,,,,FFSU,00206,3100,01,true,2022-10-01
00206310001,MS,2022,4,ZOSYN     ,,,,,,MCOU,00206,3100,01,true,2022-10-01
00206885416,MS,2022,4,ZOSYN     ,,,,,,FFSU,00206,8854,16,true,2022-10-01
00206885216,MS,2022,3,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-07-01
00206885416,MS,2022,3,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-07-01
00206886102,MS,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886202,MS,2022,3,ZOSYN 4.5G,,,,,,FFSU,00206,8862,02,true,2022-07-01
00206310001,MS,2022,2,ZOSYN     ,,,,,,MCOU,00206,3100,01,true,2022-04-01
00206885216,MS,2022,2,ZOSYN     ,,,,,,MCOU,00206,8852,16,true,2022-04-01
00206885416,MS,2022,2,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-04-01
00206886002,MS,2022,2,ZOSYN     ,,,,,,MCOU,00206,8860,02,true,2022-04-01
00206886102,MS,2022,2,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-04-01
00206886102,MS,2022,2,ZOSYN     ,,,,,,MCOU,00206,8861,02,true,2022-04-01
00206886202,MS,2022,2,ZOSYN 4.5 ,67.0,14.0,1858.26,1858.26,0.0,FFSU,00206,8862,02,false,2022-04-01
00206241101,MS,2022,1,ZOSYN     ,,,,,,MCOU,00206,2411,01,true,2022-01-01
00206885416,MS,2022,1,ZOSYN     ,,,,,,MCOU,00206,8854,16,true,2022-01-01
00206886102,MS,2022,1,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-01-01
00206886202,MS,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-01-01
00206886101,MT,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-10-01
00206886102,MT,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-10-01
00206886202,MT,2022,4,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,02,true,2022-10-01
00206886101,MT,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,01,true,2022-07-01
00206886102,MT,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8861,02,true,2022-07-01
00206886102,MT,2022,2,ZOSYN 3.37,16.0,14.0,291.29,246.85,44.44,FFSU,00206,8861,02,false,2022-04-01
00206886201,MT,2022,2,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-04-01
00206886102,MT,2022,1,ZOSYN 3.37,17.0,14.0,242.04,211.0,31.04,FFSU,00206,8861,02,false,2022-01-01
00206886201,MT,2022,1,ZOSYN 4.5 ,,,,,,FFSU,00206,8862,01,true,2022-01-01
00206240401,XX,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,2404,01,true,2022-10-01
00206310001,XX,2022,4,Zosyn (Taz,,,,,,FFSU,00206,3100,01,true,2022-10-01
00206310001,XX,2022,4,Zosyn (Taz,,,,,,MCOU,00206,3100,01,true,2022-10-01
00206845525,XX,2022,4,ZOSYN PIPE,43.0,33.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-10-01
00206885208,XX,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,8852,08,true,2022-10-01
00206885216,XX,2022,4,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2022-10-01
00206885216,XX,2022,4,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2022-10-01
00206885408,XX,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8854,08,true,2022-10-01
00206885408,XX,2022,4,ZOSYN 3.37,,,,,,MCOU,00206,8854,08,true,2022-10-01
00206885416,XX,2022,4,ZOSYN 3.37,,,,,,FFSU,00206,8854,16,true,2022-10-01
00206885416,XX,2022,4,ZOSYN 3.37,31.666,26.0,21675.66,21675.66,0.0,MCOU,00206,8854,16,false,2022-10-01
00206885516,XX,2022,4,ZOSYN 4.5G,449.389,26.0,749.95,749.95,0.0,MCOU,00206,8855,16,false,2022-10-01
00206886001,XX,2022,4,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-10-01
00206886001,XX,2022,4,ZOSYN 2.25,669.5,16.0,7340.66,7329.51,11.15,MCOU,00206,8860,01,false,2022-10-01
00206886002,XX,2022,4,ZOSYN 2.25,127.0,14.0,1857.17,1857.17,0.0,FFSU,00206,8860,02,false,2022-10-01
00206886002,XX,2022,4,ZOSYN 2.25,69.0,28.0,379.59,379.59,0.0,MCOU,00206,8860,02,false,2022-10-01
00206886101,XX,2022,4,ZOSYN 3.37,1394.774,294.0,15229.91,14845.46,384.45,FFSU,00206,8861,01,false,2022-10-01
00206886101,XX,2022,4,ZOSYN 3.37,2820.833,1084.0,199781.96,184773.32,15008.64,MCOU,00206,8861,01,false,2022-10-01
00206886102,XX,2022,4,ZOSYN 3.37,1795.724,293.0,34844.59,34238.17,606.42,FFSU,00206,8861,02,false,2022-10-01
00206886102,XX,2022,4,ZOSYN 3.37,3072.143,1061.0,317839.15,283442.95,34396.2,MCOU,00206,8861,02,false,2022-10-01
00206886201,XX,2022,4,ZOSYN 4.5G,193.75,57.0,5142.09,5074.04,68.05,FFSU,00206,8862,01,false,2022-10-01
00206886201,XX,2022,4,ZOSYN 4.5G,711.547,409.0,21688.38,14206.98,7481.4,MCOU,00206,8862,01,false,2022-10-01
00206886202,XX,2022,4,ZOSYN 4.5G,810.5,138.0,21405.58,19437.96,1967.62,FFSU,00206,8862,02,false,2022-10-01
00206886202,XX,2022,4,ZOSYN 4.5G,897.3,540.0,6422.54,5971.53,451.01,MCOU,00206,8862,02,false,2022-10-01
00206845525,XX,2022,3,ZOSYN PIPE,73.0,47.0,0.0,0.0,0.0,MCOU,00206,8455,25,false,2022-07-01
00206885216,XX,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8852,16,true,2022-07-01
00206885216,XX,2022,3,ZOSYN 2.25,,,,,,MCOU,00206,8852,16,true,2022-07-01
00206885408,XX,2022,3,ZOSYN 3.37,,,,,,FFSU,00206,8854,08,true,2022-07-01
00206885408,XX,2022,3,ZOSYN 3.37,15.667,13.0,18188.96,18188.96,0.0,MCOU,00206,8854,08,false,2022-07-01
00206885416,XX,2022,3,ZOSYN 3.37,31.333,20.0,554.57,472.1,82.47,FFSU,00206,8854,16,false,2022-07-01
00206885416,XX,2022,3,ZOSYN 3.37,186.681,115.0,47253.41,47253.41,0.0,MCOU,00206,8854,16,false,2022-07-01
00206885508,XX,2022,3,ZOSYN 4.5G,,,,,,MCOU,00206,8855,08,true,2022-07-01
00206885516,XX,2022,3,ZOSYN 4.5G,148.028,104.0,2147.27,2039.12,108.15,MCOU,00206,8855,16,false,2022-07-01
00206886001,XX,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,01,true,2022-07-01
00206886001,XX,2022,3,ZOSYN 2.25,183.1,31.0,11.37,11.37,0.0,MCOU,00206,8860,01,false,2022-07-01
00206886002,XX,2022,3,ZOSYN 2.25,,,,,,FFSU,00206,8860,02,true,2022-07-01
00206886002,XX,2022,3,ZOSYN 2.25,109.0,43.0,29619.11,29608.23,10.88,MCOU,00206,8860,02,false,2022-07-01
00206886101,XX,2022,3,ZOSYN 3.37,1073.087,231.0,13493.86,13417.55,76.31,FFSU,00206,8861,01,false,2022-07-01
00206886101,XX,2022,3,ZOSYN 3.37,4556.675,1646.0,122385.68,110120.09,12265.59,MCOU,00206,8861,01,false,2022-07-01
00206886102,XX,2022,3,ZOSYN 3.37,2121.87,316.0,42160.84,41810.45,350.39,FFSU,00206,8861,02,false,2022-07-01
